name,college,number,id,draft_round,position,dob,draft_year,draft_pick
DeAndre Elliott,Colorado State,,2575655,,,"Nov 21, 1992",,
Rodney Coe,Akron,,3039922,,,"May 18, 1993",,
Kam Chancellor,Virginia Tech,,13336,5,,"Apr 3, 1988",2010,133
Christian French,,,2576972,,,"Aug 18, 1992",,
David Bass,Missouri Western,7,16025,7,LB,"Sep 11, 1990",2013,233
Bradley McDougald,Kansas,,16269,,,"Nov 15, 1990",,
Dewey McDonald,California (PA),,17078,,,"Jun 10, 1990",,
Tedric Thompson,Colorado,,3052125,4,,"Jan 20, 1995",2017,111
Jarran Reed,Alabama,0,3115312,2,DT,"Dec 16, 1992",2016,49
Neiko Thorpe,Auburn,3,15535,,CB,"Feb 11, 1990",,
Otha Peters,Louisiana,2,2980070,,LB,"Feb 27, 1994",,
Ahtyba Rubin,Iowa State,3,11424,6,DT,"Jul 25, 1986",2008,190
Richard Sherman,Stanford,5,14086,5,CB,"Mar 30, 1988",2011,154
Terence Garvin,West Virginia,7,16457,,LB,"Jan 1, 1991",,
Cassius Marsh,UCLA,4,16873,4,DE,"Jul 7, 1992",2014,108
J.D. McKissic,Arkansas State,1,2572861,,RB,"Aug 15, 1993",,
Kasen Williams,Washington,6,2578394,,WR,"Dec 5, 1992",,
Mike Davis,South Carolina,7,3025433,4,RB,"Feb 19, 1993",2015,126
Delano Hill,Michigan,,3045214,3,,"Nov 26, 1995",2017,95
Jeremy Liggins,Ole Miss,,3115459,,,"Mar 31, 1993",,
Cyril Grayson Jr.,LSU,3,4217370,,WR,"Dec 5, 1993",,
Cliff Avril,Purdue,,11326,3,,"Apr 8, 1986",2008,92
Demetrius McCray,Appalachian State,,16005,7,,"May 11, 1991",2013,210
Garrison Smith,Georgia,3,17253,,DT,"Oct 9, 1991",,
Greg Milhouse,Campbell,,2973670,,,"Jul 15, 1994",,
Shaquill Griffin,UCF,6,3054026,3,CB,"Jul 20, 1995",2017,90
Mike Tyson,Cincinnati,4,3056913,6,CB,"Jul 27, 1993",2017,187
Tylor Harris,Wake Forest,,2970130,,,"Feb 16, 1994",,
Tre Madden,USC,8,2577245,,FB,"Aug 16, 1993",,
Paul Richardson,Colorado,0,16781,2,WR,"Apr 13, 1992",2014,45
David Moore,East Central,3,4212909,7,WR,"Jan 15, 1995",2017,226
Tyrone Swoopes,Texas,6,3046705,,TE,"Nov 14, 1994",,
Tanner McEvoy,Wisconsin,9,2577684,,WR,"Jan 26, 1993",,
Marcus Lucas,Missouri,6,17382,,TE,"Mar 1, 1992",,
Alex Collins,Arkansas,4,3046409,5,RB,"Aug 26, 1994",2016,171
C.J. Prosise,Notre Dame,2,2980148,3,RB,"May 20, 1994",2016,90
Kenny Lawler,California,,2978201,7,,"Jun 25, 1994",2016,243
Chris Carson,Oklahoma State,2,3919596,7,RB,"Sep 16, 1994",2017,249
Blair Walsh,Georgia,,15058,6,,"Jan 8, 1990",2012,175
Trevone Boykin,TCU,2,2575910,,QB,"Aug 22, 1993",,
Austin Davis,Southern Mississippi,6,15187,,QB,"Jun 2, 1989",,
Eddie Lacy,Alabama,,15848,2,,"Jun 2, 1990",2013,61
Russell Wilson,Wisconsin,3,14881,3,QB,"Nov 29, 1988",2012,75
Thomas Rawls,Central Michigan,0,2576237,,RB,"Aug 3, 1993",,
Jon Ryan,University of Regina,,10238,,,"Nov 26, 1981",,
Earl Thomas,Texas,,13251,1,,"May 7, 1989",2010,14
Tramaine Brock,Belhaven University,2,13681,,CB,"Aug 20, 1988",,
Marcus Cromartie,Wisconsin,,16054,,,"Dec 3, 1990",,
Michael Bennett,Texas A&M,7,12762,,DE,"Nov 13, 1985",,
Marcus Smith II,Louisville,,16712,1,,"Mar 31, 1992",2014,26
Tyler Ott,Harvard,9,17378,,LS,"Feb 28, 1992",,
Mike Morgan,USC,,14292,,,"Jan 16, 1988",,
Jeremy Lane,Northwestern State,,15087,6,,"Jul 14, 1990",2012,172
Doug Baldwin,Stanford,9,14221,,WR,"Sep 21, 1988",,
Nick Vannett,Ohio State,1,2576399,3,TE,"Mar 6, 1993",2016,94
Jermaine Kearse,Washington,0,15428,,WR,"Feb 6, 1990",,
Steve Donatell,Western Kentucky,,2970133,,,"Mar 5, 1994",,
Darreus Rogers,USC,,2971617,,,"Sep 3, 1993",,
Amara Darboh,Michigan,2,2977629,3,WR,"Feb 1, 1994",2017,106
Frank Clark,Michigan,5,2576242,2,DE,"Jun 14, 1993",2015,63
Quinton Jefferson,Maryland,9,2577078,5,DT,"Mar 31, 1993",2016,147
Rodney Butler,New Mexico State,,3053997,,,,,
Jimmy Graham,Miami,0,13232,3,TE,"Nov 24, 1986",2010,95
D.J. Alexander,Oregon State,7,3001171,5,LB,"Sep 30, 1991",2015,172
Rodney Smith,Florida State,,16373,,,"Mar 11, 1990",,
Sheldon Richardson,Missouri,3,15811,1,DT,"Nov 29, 1990",2013,13
Justin Coleman,Tennessee,8,2577707,,CB,"Mar 27, 1993",,
Justin Britt,Missouri,,16742,2,,"May 29, 1991",2014,64
Tyler Lockett,Kansas State,6,2577327,3,WR,"Sep 28, 1992",2015,69
Luke Willson,Rice,2,16121,5,TE,"Jan 15, 1990",2013,158
Branden Jackson,Texas Tech,3,2577642,,DE,"Nov 11, 1992",,
Dwight Freeney,Syracuse,,3539,1,,"Feb 19, 1980",2002,11
Dion Jordan,Oregon,5,15800,1,DE,"Mar 5, 1990",2013,3
Byron Maxwell,Clemson,1,14133,6,CB,"Feb 23, 1988",2011,173
Luke Joeckel,Texas A&M,,15796,1,,"Nov 6, 1991",2013,2
Paul Dawson,TCU,7,2971555,3,LB,"Jan 13, 1993",2015,99
DeShawn Shead,Portland State,6,15419,,CB,"Jun 28, 1989",,
Nigel Harris,South Florida,2,3051368,,LB,"Dec 7, 1994",,
Randall Evans,Kansas State,,2512151,6,,"Dec 26, 1991",2015,196
Adrian Phillips,Texas,,17487,,,"Mar 28, 1992",,
Michael Davis,BYU,3,3053795,,CB,"Jan 6, 1995",,
Ryan Carrethers,Arkansas State,,16851,5,,"Feb 26, 1991",2014,165
Rayshawn Jenkins,Miami,,2969961,4,,"Jan 25, 1994",2017,113
Isaac Rochell,Notre Dame,8,3052894,7,DE,"Apr 22, 1995",2017,225
Dexter McCoil,Tulsa,,2470860,,,"Sep 5, 1991",,
Desmond King,Iowa,0,3040145,5,CB,"Dec 14, 1994",2017,151
Korey Toomer,Idaho,9,15112,5,LB,"Dec 9, 1988",2012,154
Nick Dzubnar,Cal Poly,8,2518789,,LB,"Aug 15, 1991",,
Melvin Ingram,South Carolina,4,14926,1,DE,"Apr 26, 1989",2012,18
Ryan Reid,Baylor,,2978943,,,"May 24, 1994",,
Trevor Williams,Penn State,4,2979605,,CB,"Sep 15, 1993",,
Joey Bosa,Ohio State,9,3051389,1,DE,"Jul 11, 1995",2016,3
Damion Square,Alabama,1,16231,,NT,"Feb 6, 1989",,
Caraun Reid,Princeton,,16853,5,,"Nov 23, 1991",2014,158
Tre Boston,North Carolina,,16877,4,,"Jun 25, 1992",2014,128
Chris McCain,California,6,17430,,DE,"Nov 21, 1991",,
Jatavis Brown,Akron,7,2971929,5,LB,"Feb 18, 1994",2016,175
Joshua Perry,Ohio State,,2976306,4,,"Apr 26, 1994",2016,102
James Onwualu,Notre Dame,9,3052889,,LB,"Sep 4, 1994",,
Brandon Stewart,Kansas,,3892783,,,"Jan 29, 1994",,
Tenny Palepoi,Utah,,17024,,,"Dec 19, 1990",,
Kellen Clemens,Oregon,,9635,2,,"Jun 6, 1983",2006,49
Kyle Emanuel,North Dakota State,1,2508212,5,LB,"Aug 16, 1991",2015,153
Dan Feeney,Indiana,,2979482,3,,"May 29, 1994",2017,71
Austin Ekeler,Western State,0,3068267,,RB,"May 17, 1995",,
Brandon Mebane,California,2,10529,3,NT,"Jan 15, 1985",2007,85
Kaleb Eulls,Mississippi State,6,2516320,,DT,"Jun 28, 1991",,
Travis Benjamin,Miami,2,15062,4,WR,"Dec 29, 1989",2012,100
Da'Ron Brown,Northern Illinois,,2513351,7,,"Sep 21, 1991",2015,233
Matt Weiser,Buffalo,,2574404,,,"Oct 7, 1992",,
Sean Culkin,Missouri,0,2971426,,TE,"Jun 11, 1993",,
Hunter Henry,Arkansas,6,3046439,2,TE,"Dec 7, 1994",2016,35
Branden Oliver,Buffalo,0,17452,,RB,"May 7, 1991",,
Isaiah Burse,Fresno State,,16972,,,"Dec 8, 1991",,
Jamaal Jones,Montana,5,3045565,,WR,"Jan 31, 1993",,
Antonio Gates,Kent State,,5362,,,"Jun 18, 1980",,
Mitchell Paige,Indiana,,2979495,,,"Jul 19, 1993",,
Andre Williams,Boston ,,16889,4,,"Aug 28, 1992",2014,113
Tyrell Williams,Western Oregon,6,2587819,,WR,"Feb 12, 1992",,
Artavis Scott,Clemson,0,3122839,,WR,"Dec 12, 1994",,
Josh Lambo,Texas A&M,4,2998120,,PK,"Nov 19, 1990",,
Younghoe Koo,Georgia Southern,,3049899,,,"Aug 3, 1994",,
Cardale Jones,Ohio State,7,2976299,4,QB,"Sep 29, 1992",2016,139
Kenneth Farrow,Houston,7,2575553,,RB,"Mar 7, 1993",,
Melvin Gordon,Wisconsin,8,2576434,1,RB,"Apr 13, 1993",2015,15
Mike Bercovici,Arizona State,,2576822,,,"Feb 9, 1993",,
Drew Kaser,Texas A&M,,2578698,6,,"Feb 11, 1993",2016,179
Toby Baker,Arkansas,,3046424,,,"Sep 18, 1993",,
Philip Rivers,NC State,7,5529,1,QB,"Dec 8, 1981",2004,4
Darius Philon,Arkansas,3,2980071,6,DE,"Jan 22, 1994",2015,192
Jahleel Addae,Central Michigan,,16039,,,"Jan 24, 1990",,
Geremy Davis,UConn,1,2513030,6,WR,"Jan 10, 1992",2015,186
Kyle Coleman,Arkansas-Pine Bluff,6,2572846,,LB,"Sep 30, 1993",,
Brad Watson,Wake Forest,,3039771,,,"Aug 20, 1995",,
Corey Liuget,Illinois,4,13989,1,DT,"Mar 18, 1990",2011,18
Keenan Allen,California,3,15818,3,WR,"Apr 27, 1992",2013,76
Dontrelle Inman,Virginia,,14269,,,"Jan 31, 1989",,
Kenjon Barner,Oregon,8,15921,6,RB,"Apr 28, 1990",2013,182
Dwight Lowery,San Jose State,,11347,4,,"Jan 23, 1986",2008,113
Craig Mager,Texas State,9,2510713,3,CB,"Jun 11, 1992",2015,83
Kenny Wiggins,Fresno State,,14460,,,"Aug 8, 1988",,
Jason Verrett,TCU,2,16726,1,CB,"Jun 18, 1991",2014,25
Andre Patton,Rutgers,5,3047504,,WR,"May 28, 1994",,
Whitney Richardson,Lane  Dragons,0,4255255,,DE,"Jul 26, 1992",,
Cameron Posey,Purdue,,2977776,,,"Oct 27, 1993",,
Mike Estes,Gardner-Webb,,2987239,,,,,
Hayes Pullard,USC,0,2510601,7,LB,"Apr 18, 1992",2015,219
Casey Hayward,Vanderbilt,6,14966,2,CB,"Sep 9, 1989",2012,62
Derek Watt,Wisconsin,4,2576450,6,FB,"Nov 7, 1992",2016,198
Sean McGrath,None,5,15515,,TE,"Dec 3, 1987",,
Nick Novak,Maryland,,9329,,,"Aug 21, 1981",,
Spencer Pulley,Vanderbilt,,2577792,,,"Apr 4, 1993",,
Mike Williams,Clemson,1,3045138,1,WR,"Oct 4, 1994",2017,7
Jeremiah Attaochu,Georgia Tech,2,16761,2,DE,"Jan 17, 1993",2014,50
Denzel Perryman,Miami,2,2579621,2,LB,"Dec 5, 1992",2015,48
Jeff Cumberland,Illinois,,13555,,,"May 2, 1987",,
Travis Coons,Washington,,17130,,,"Feb 6, 1992",,
Mike Windt,Cincinnati,7,13777,,LS,"May 29, 1986",,
Nick Rose,Texas,6,2971728,,PK,"May 5, 1994",,
